tag_type,tag_id,time_utc,rssi,lat,lon,heading,antenna_angle
radio434mhz,19332A07,2023-08-03 19:44:49.959990Z,-44,38.936191,-74.948284,27.463,0.000
radio434mhz,072A6633,2023-08-03 19:44:53.649111Z,-25,38.936227,-74.948288,27.366,0.000
radio434mhz,4C34074B,2023-08-03 19:44:57.743912Z,-45,38.936262,-74.948285,25.222,0.000
radio434mhz,19332A07,2023-08-03 19:45:00.084032Z,-48,38.936278,-74.948286,36.436,0.000
radio434mhz,072A6633,2023-08-03 19:45:04.360200Z,-25,38.936303,-74.948297,43.625,0.000
radio434mhz,4C34074B,2023-08-03 19:45:07.960092Z,-43,38.936320,-74.948289,33.683,0.000
radio434mhz,19332A07,2023-08-03 19:45:10.254097Z,-55,38.936343,-74.948295,36.695,0.000
radio434mhz,072A6633,2023-08-03 19:45:15.113588Z,-26,38.936369,-74.948293,49.306,0.000
radio434mhz,4C34074B,2023-08-03 19:45:18.174183Z,-46,38.936385,-74.948287,46.933,0.000
radio434mhz,19332A07,2023-08-03 19:45:20.424464Z,-48,38.936395,-74.948277,50.200,0.000
radio434mhz,072A6633,2023-08-03 19:45:25.779626Z,-26,38.936418,-74.948245,75.441,0.000
radio434mhz,4C34074B,2023-08-03 19:45:28.434925Z,-45,38.936423,-74.948217,64.197,0.000
radio434mhz,19332A07,2023-08-03 19:45:30.550055Z,-51,38.936427,-74.948198,71.635,0.000
radio434mhz,072A6633,2023-08-03 19:45:36.489844Z,-25,38.936427,-74.948151,61.996,0.000
radio434mhz,4C34074B,2023-08-03 19:45:38.650164Z,-42,38.936432,-74.948134,68.137,0.000
radio434mhz,19332A07,2023-08-03 19:45:40.719847Z,-58,38.936436,-74.948116,71.269,0.000
radio434mhz,072A6633,2023-08-03 19:45:47.200106Z,-25,38.936440,-74.948064,58.966,0.000
radio434mhz,4C34074B,2023-08-03 19:45:48.909967Z,-47,38.936441,-74.948058,60.279,0.000
radio434mhz,19332A07,2023-08-03 19:45:50.845124Z,-48,38.936448,-74.948042,59.388,0.000
radio434mhz,072A6633,2023-08-03 19:45:57.910553Z,-25,38.936473,-74.947995,64.841,0.000
radio434mhz,4C34074B,2023-08-03 19:45:59.170118Z,-44,38.936476,-74.947979,62.711,0.000
radio434mhz,19332A07,2023-08-03 19:46:01.015126Z,-49,38.936474,-74.947969,62.176,0.000
radio434mhz,072A6633,2023-08-03 19:46:08.621830Z,-25,38.936492,-74.947897,52.826,0.000
radio434mhz,4C34074B,2023-08-03 19:46:09.384716Z,-45,38.936496,-74.947891,55.732,0.000
radio434mhz,19332A07,2023-08-03 19:46:11.140416Z,-47,38.936503,-74.947875,70.425,0.000
radio434mhz,072A6633,2023-08-03 19:46:19.330561Z,-25,38.936529,-74.947823,47.791,0.000
radio434mhz,4C34074B,2023-08-03 19:46:19.645480Z,-45,38.936529,-74.947823,41.553,0.000
radio434mhz,19332A07,2023-08-03 19:46:21.265556Z,-44,38.936534,-74.947817,43.067,0.000
radio434mhz,4C34074B,2023-08-03 19:46:29.861943Z,-44,38.936577,-74.947783,36.451,0.000
radio434mhz,072A6633,2023-08-03 19:46:30.041663Z,-26,38.936577,-74.947783,36.855,0.000
radio434mhz,19332A07,2023-08-03 19:46:31.436990Z,-58,38.936587,-74.947781,35.973,0.000
radio434mhz,4C34074B,2023-08-03 19:46:40.120925Z,-49,38.936628,-74.947760,46.941,0.000
radio434mhz,072A6633,2023-08-03 19:46:40.751331Z,-26,38.936628,-74.947760,45.379,0.000
radio434mhz,19332A07,2023-08-03 19:46:41.561096Z,-47,38.936633,-74.947755,49.642,0.000
radio434mhz,4C34074B,2023-08-03 19:46:50.381426Z,-45,38.936691,-74.947728,40.578,0.000
radio434mhz,072A6633,2023-08-03 19:46:51.462481Z,-25,38.936695,-74.947725,38.139,0.000
radio434mhz,19332A07,2023-08-03 19:46:51.731260Z,-48,38.936695,-74.947725,31.224,0.000
radio434mhz,4C34074B,2023-08-03 19:47:00.596840Z,-48,38.936751,-74.947712,43.648,0.000
radio434mhz,19332A07,2023-08-03 19:47:01.901478Z,-45,38.936756,-74.947710,41.557,0.000
radio434mhz,072A6633,2023-08-03 19:47:02.171396Z,-26,38.936763,-74.947710,38.126,0.000
radio434mhz,4C34074B,2023-08-03 19:47:10.856735Z,-48,38.936803,-74.947698,44.090,0.000
radio434mhz,19332A07,2023-08-03 19:47:12.071650Z,-55,38.936813,-74.947697,43.621,0.000
radio434mhz,072A6633,2023-08-03 19:47:12.882812Z,-26,38.936813,-74.947697,40.098,0.000
radio434mhz,4C34074B,2023-08-03 19:47:21.118077Z,-45,38.936859,-74.947682,36.207,0.000
radio434mhz,19332A07,2023-08-03 19:47:22.196811Z,-56,38.936863,-74.947682,29.918,0.000
radio434mhz,072A6633,2023-08-03 19:47:23.592137Z,-25,38.936870,-74.947680,39.790,0.000
radio434mhz,4C34074B,2023-08-03 19:47:31.376944Z,-48,38.936921,-74.947661,48.469,0.000
radio434mhz,19332A07,2023-08-03 19:47:32.367098Z,-47,38.936928,-74.947658,42.759,0.000
radio434mhz,072A6633,2023-08-03 19:47:34.303339Z,-25,38.936940,-74.947654,35.856,0.000
radio434mhz,19332A07,2023-08-03 19:47:42.491399Z,-45,38.936995,-74.947637,37.953,0.000
radio434mhz,072A6633,2023-08-03 19:47:45.011873Z,-25,38.936999,-74.947642,37.934,0.000
radio434mhz,4C34074B,2023-08-03 19:47:51.852978Z,-47,38.937010,-74.947637,27.621,0.000
radio434mhz,19332A07,2023-08-03 19:47:52.662786Z,-53,38.937014,-74.947636,34.951,0.000
radio434mhz,072A6633,2023-08-03 19:47:55.723540Z,-25,38.937029,-74.947637,40.868,0.000
radio434mhz,4C34074B,2023-08-03 19:48:02.156619Z,-49,38.937060,-74.947631,37.356,0.000
radio434mhz,19332A07,2023-08-03 19:48:02.839018Z,-52,38.937060,-74.947631,41.931,0.000
